LotArea,SalePrice,Rooms,HasGarage,NoiseFeature,Neighborhood,Condition,Description,SaleDate,ImagePath
3750,456462.78791268833,9,0,0.5362534949056986,A,Excellent,spacious garage luxury central beautiful view luxury renovated spacious spacious cozy modern modern,2005-10-25,house_images/img_474.png
24784,95438.13761165705,7,1,0.5528239480716095,A,Excellent,luxury beautiful view central sunny central renovated modern beautiful view,2018-03-19,house_images/img_475.png
383,164737.6896762694,5,1,-0.8266776791334302,A,Good,spacious bright garage bright renovated sunny big kitchen renovated beautiful view bright,2014-06-19,house_images/img_476.png
4035,329756.6633678324,8,1,0.7701035665584568,B,Excellent,sunny bright big kitchen spacious garden modern garage quiet big kitchen,2003-04-13,house_images/img_477.png
17417,156401.1256592363,2,1,0.02846593921228912,C,Excellent,quiet luxury beautiful view quiet quiet central modern sunny beautiful view central near school,2018-01-31,house_images/img_478.png
3702,204063.37740369947,7,1,-0.711791167469455,A,Excellent,cozy luxury garage bright big kitchen,2015-08-17,house_images/img_479.png
4963,95683.69970541152,4,1,0.7621517136520333,A,Poor,spacious bright luxury sunny quiet spacious,2006-04-11,house_images/img_480.png
5949,201622.72833947177,9,0,-0.45363884891676387,D,Fair,garden big kitchen cozy garden cozy garage,2011-07-19,house_images/img_481.png
3030,148216.2844664807,1,1,-1.5742973485555531,D,Good,renovated modern central beautiful view near school,2000-07-03,house_images/img_482.png
4938,266429.51347775565,7,1,-1.000602381110322,A,Excellent,spacious garden luxury sunny luxury luxury,2011-04-20,house_images/img_483.png
4389,294694.06393436197,6,1,-0.18163693304708287,D,Poor,sunny central quiet bright renovated modern sunny central sunny central cozy luxury,2002-09-24,house_images/img_484.png
11571,594087.4567003743,8,0,0.578302282111279,D,Fair,garden garage sunny garden beautiful view garden quiet luxury renovated near school quiet luxury,2005-06-09,house_images/img_485.png
232,217470.0864756046,5,1,-0.8640699520880911,D,Fair,luxury beautiful view renovated spacious central central garage renovated renovated,2007-09-10,house_images/img_486.png
1649,191548.8522669249,1,0,-0.24066246043753473,B,Fair,modern modern quiet garage beautiful view modern sunny central beautiful view bright near school,2012-10-08,house_images/img_487.png
15019,179367.5175804329,1,0,-1.216607231663058,A,Poor,luxury garage luxury quiet spacious near school near school spacious,2006-06-15,house_images/img_488.png
11048,136409.52503586965,9,1,0.9820329162398111,A,Excellent,cozy bright sunny cozy spacious quiet,2015-01-13,house_images/img_489.png
3040,192767.85531829981,6,0,1.7173311139555516,D,Fair,modern spacious modern garage renovated central spacious,2004-08-06,house_images/img_490.png
4839,140406.81298496848,5,1,1.6092825244883207,B,Poor,garden central near school beautiful view spacious,2013-06-26,house_images/img_491.png
1624,177057.61873071984,1,1,0.9649795504861378,D,Poor,garage sunny modern big kitchen bright central garden beautiful view near school sunny,2015-08-25,house_images/img_492.png
1042,314518.68584336626,6,0,0.8625099571202616,B,Good,bright renovated near school luxury bright renovated big kitchen,2008-04-27,house_images/img_493.png
3115,98393.37144034293,6,1,-2.0718795244032027,A,Poor,beautiful view big kitchen beautiful view central modern,2014-03-03,house_images/img_494.png
2179,287776.4609744355,3,1,0.17717323222010523,D,Fair,cozy modern luxury central renovated sunny cozy modern big kitchen cozy near school,2013-05-18,house_images/img_495.png
4381,314442.8223513452,8,1,-0.49609262365990814,A,Fair,modern quiet beautiful view central garden garage beautiful view,2006-11-16,house_images/img_496.png
404,153424.78662389444,1,1,0.880466361044901,B,Poor,renovated quiet luxury cozy central cozy sunny beautiful view spacious,2018-09-04,house_images/img_497.png
18324,56335.07097636674,1,0,-2.5375978756813287,C,Fair,near school cozy cozy modern central near school,2009-08-28,house_images/img_498.png
21419,120101.08071086586,6,1,0.19296770277017825,B,Poor,garden renovated renovated central near school renovated big kitchen,2008-04-14,house_images/img_499.png
5989,311295.30465108156,1,0,-0.21444378383240253,C,Fair,near school sunny luxury luxury cozy near school bright renovated near school modern big kitchen bright,2018-08-27,house_images/img_500.png
3840,160904.44667294004,6,1,1.1184299329314042,A,Good,garden bright sunny garden renovated beautiful view,2007-07-08,house_images/img_501.png
1851,98750.21735779529,1,0,1.5479870536747384,A,Excellent,quiet quiet spacious quiet quiet near school,2013-12-07,house_images/img_502.png
8404,126451.30083423074,6,1,-0.9288460170127683,D,Good,renovated renovated central cozy near school,2011-06-05,house_images/img_503.png
5771,247783.33974569084,3,1,-0.8837104358968152,C,Good,bright garage beautiful view spacious big kitchen central sunny near school beautiful view cozy spacious,2007-01-25,house_images/img_504.png
887,213922.00909578602,8,0,0.2304966212117137,B,Excellent,modern cozy big kitchen garden garage big kitchen beautiful view,2011-07-05,house_images/img_505.png
12091,144427.64730067138,6,1,1.7337626915215416,A,Fair,beautiful view spacious central quiet luxury,2014-10-06,house_images/img_506.png
8644,135481.14984544477,1,1,0.060144677283016076,C,Excellent,garage luxury modern quiet garden sunny bright garage luxury cozy quiet bright,2007-09-12,house_images/img_507.png
14958,133802.60896511993,5,1,-1.2791614153543305,B,Poor,beautiful view bright sunny luxury bright modern big kitchen spacious spacious bright modern beautiful view,2011-03-14,house_images/img_508.png
6468,102620.69609996774,8,0,-0.6058684461632928,C,Excellent,luxury big kitchen luxury central garden sunny renovated cozy central central,2016-11-10,house_images/img_509.png
4752,365012.85266836756,3,1,0.2026641644634616,B,Good,near school spacious garden central big kitchen renovated renovated near school renovated renovated,2001-01-04,house_images/img_510.png
2708,138529.6644450617,6,0,0.2402024285639563,B,Excellent,beautiful view bright renovated cozy near school modern spacious,2010-04-01,house_images/img_511.png
13495,299113.7636408674,5,1,-0.7040876355923733,B,Fair,big kitchen modern garden beautiful view sunny central garden garden near school spacious near school luxury,2017-05-19,house_images/img_512.png
10051,348243.7783322294,6,1,-0.6257906937796218,B,Good,spacious renovated modern renovated garden luxury bright garage bright near school sunny,2005-06-27,house_images/img_513.png
231,268110.75768808986,1,0,-0.9815679945563983,C,Poor,sunny garden near school sunny sunny modern,2004-08-30,house_images/img_514.png
133,131162.17893752133,7,0,1.1411711838537955,C,Fair,luxury spacious cozy big kitchen modern spacious,2009-02-06,house_images/img_515.png
2361,199160.24783728505,9,0,-0.8347751792933896,D,Good,spacious cozy bright bright sunny beautiful view,2001-03-16,house_images/img_516.png
8318,160797.67823803026,2,0,-0.46479420391828385,C,Poor,sunny sunny sunny modern luxury luxury spacious beautiful view garage garden sunny beautiful view,2008-12-01,house_images/img_517.png
21821,103585.1304089303,5,1,-0.49325291652395237,C,Fair,cozy renovated cozy beautiful view luxury spacious garage,2007-12-16,house_images/img_518.png
815,191411.27051118435,4,1,-1.6059572475153914,D,Poor,bright quiet luxury sunny modern garage,2000-08-14,house_images/img_519.png
4508,90262.74674738276,6,1,-0.8634153048178157,C,Excellent,sunny sunny big kitchen quiet bright modern,2018-04-07,house_images/img_520.png
2397,294737.2894253043,6,0,1.2281375992865382,B,Excellent,spacious quiet big kitchen sunny luxury garden bright renovated beautiful view,2006-07-29,house_images/img_521.png
17518,129015.9541593915,2,0,-1.209287841790728,A,Poor,bright big kitchen modern cozy spacious sunny beautiful view spacious beautiful view quiet cozy bright,2012-12-01,house_images/img_522.png
9229,179976.18722680572,2,1,-0.9636423018263676,A,Excellent,beautiful view big kitchen sunny renovated spacious sunny luxury spacious spacious bright central bright,2002-10-21,house_images/img_523.png
9110,187520.5907643674,4,1,-1.3325457737792592,D,Poor,spacious renovated beautiful view spacious garden renovated,2015-07-13,house_images/img_524.png
3162,142992.50755483532,1,1,-0.09061156023126084,C,Fair,big kitchen modern renovated bright renovated luxury,2009-07-23,house_images/img_525.png
2679,218239.18096872876,9,0,1.8854767212662902,C,Good,cozy big kitchen bright big kitchen luxury,2015-09-18,house_images/img_526.png
1596,128354.10539039208,7,1,-0.1326942215270716,D,Poor,central big kitchen cozy central luxury cozy bright beautiful view,2014-06-16,house_images/img_527.png
290,251613.29613323553,7,1,0.0667621253543897,A,Good,sunny luxury beautiful view bright near school sunny near school big kitchen sunny,2011-08-27,house_images/img_528.png
10002,83034.39179042981,3,1,-0.7954472358669886,B,Good,near school big kitchen renovated big kitchen renovated,2002-05-20,house_images/img_529.png
8380,173371.12201843047,3,0,-0.06161804479227241,C,Poor,beautiful view beautiful view bright cozy sunny cozy spacious,2008-10-04,house_images/img_530.png
40862,429108.2510499292,1,0,1.2290503063476157,D,Excellent,garden big kitchen central spacious beautiful view big kitchen cozy sunny garden spacious,2004-10-11,house_images/img_531.png
28474,98699.41888331634,3,0,0.1429093876381736,B,Fair,spacious luxury cozy spacious cozy renovated central central beautiful view luxury,2014-06-06,house_images/img_532.png
4053,115974.71993435525,3,1,2.1317700820621637,D,Good,sunny bright garden luxury quiet garden central luxury garage garage,2001-03-19,house_images/img_533.png
7326,210439.5936375354,4,1,1.2594797123056911,D,Fair,spacious renovated garage spacious modern garden,2016-02-12,house_images/img_534.png
14480,178044.87263691143,4,0,-0.08631634544493307,D,Good,renovated luxury garage modern garage garage spacious beautiful view garage big kitchen luxury,2015-04-22,house_images/img_535.png
9473,193942.12128431335,3,0,-0.10578787559211524,A,Poor,big kitchen bright near school big kitchen sunny spacious renovated beautiful view renovated spacious big kitchen cozy,2012-06-24,house_images/img_536.png
1420,207854.4938472742,8,1,1.6309231376236313,A,Excellent,garden central renovated spacious garden spacious central beautiful view beautiful view quiet,2001-04-17,house_images/img_537.png
2994,223543.37242616917,8,1,0.137325575855229,D,Fair,spacious renovated modern spacious luxury sunny garage quiet central,2018-05-06,house_images/img_538.png
691,283466.69604411797,1,1,1.4089215602717229,C,Good,garage big kitchen spacious quiet luxury garage garage bright,2000-03-20,house_images/img_539.png
15401,199767.47186501374,7,1,2.002907340126667,B,Poor,big kitchen renovated central garden garden modern central garden garden bright garden,2014-02-14,house_images/img_540.png
4659,144259.80764861414,2,0,-0.20421936782410927,C,Poor,quiet cozy beautiful view big kitchen spacious modern garden central garden spacious,2000-08-27,house_images/img_541.png
1298,227814.47045366117,1,1,0.35195536593501564,A,Good,beautiful view garage near school big kitchen central garage quiet quiet near school,2012-09-26,house_images/img_542.png
5569,420811.79394453525,3,1,0.9800041845663794,B,Good,garden modern renovated modern modern big kitchen big kitchen big kitchen,2001-08-12,house_images/img_543.png
4813,152311.51247614415,4,1,0.7675000390225197,D,Good,spacious near school renovated garden big kitchen cozy bright quiet central beautiful view garden cozy,2003-09-22,house_images/img_544.png
2217,99980.99007655999,6,1,0.7604907329205013,C,Excellent,big kitchen sunny luxury sunny garden modern cozy modern bright,2005-02-27,house_images/img_545.png
602,283095.71490159415,5,1,-1.3334738271777349,C,Good,garage garden spacious garden luxury cozy bright bright big kitchen near school,2016-08-15,house_images/img_546.png
5567,153247.48123814075,4,1,-0.8484167281617991,D,Good,cozy sunny bright sunny garage quiet garage cozy central cozy,2014-10-13,house_images/img_547.png
3673,54921.77763050848,8,1,-0.4952670209411876,C,Excellent,bright renovated garden modern garage central luxury luxury renovated garden cozy spacious,2014-05-02,house_images/img_548.png
7399,248627.44211090205,4,0,1.2144208034686759,A,Poor,luxury quiet sunny beautiful view near school garage big kitchen big kitchen bright garden,2006-05-05,house_images/img_549.png
3671,124534.231266029,2,1,-1.235374907126886,D,Good,bright modern sunny bright modern beautiful view,2016-07-10,house_images/img_550.png
9558,155551.6887411852,3,1,1.5232267071788392,C,Fair,cozy quiet luxury bright quiet,2012-02-17,house_images/img_551.png
4013,192142.03925427576,6,0,0.779834114078683,D,Poor,spacious central central garage central beautiful view garage garage cozy,2000-11-07,house_images/img_552.png
4115,179019.46821554308,8,0,1.154230224722774,B,Fair,bright spacious sunny spacious bright beautiful view renovated renovated cozy,2002-12-12,house_images/img_553.png
10463,232054.12214965365,8,0,-0.9295330772449988,D,Good,luxury bright spacious garage beautiful view spacious garage cozy garden,2018-09-20,house_images/img_554.png
2583,130908.8835441844,9,1,0.07230236269013023,C,Excellent,spacious luxury sunny renovated garden luxury sunny beautiful view beautiful view,2000-02-03,house_images/img_555.png
